Proj ID,Status,Title,RDC,Start Year,End Year,PI,Abstract,No. Datasets,DataName1,DataCode1,DataName2,DataCode2,DataName3,DataCode3,DataName4,DataCode4,DataName5,DataCode5,DataName6,DataCode6,DataName7,DataCode7,DataName8,DataCode8,DataName9,DataCode9,DataName10,DataCode10,DataName11,DataCode11,DataName12,DataCode12,DataName13,DataCode13,DataName14,DataCode14,DataName15,DataCode15,DataName16,DataCode16,DataName17,DataCode17,DataName18,DataCode18,DataName19,DataCode19,DataName20,DataCode20,DataName21,DataCode21,DataName22,DataCode22,DataName23,DataCode23,DataName24,DataCode24,DataName25,DataCode25,DataName26,DataCode26,DataName27,DataCode27,DataName28,DataCode28,DataName29,DataCode29,DataName30,DataCode30,DataName31,DataCode31,DataName32,DataCode32,DataName33,DataCode33,DataName34,DataCode34,DataName35,DataCode35,DataName36,DataCode36,DataName37,DataCode37,DataName38,DataCode38,DataName39,DataCode39,DataName40,DataCode40,DataName41,DataCode41,DataName42,DataCode42,DataName43,DataCode43,DataName44,DataCode44,DataName45,DataCode45,DataName46,DataCode46,DataName47,DataCode47,DataName48,DataCode48,DataName49,DataCode49,DataName50,DataCode50,DataName51,DataCode51,DataName52,DataCode52,DataName53,DataCode53,DataName54,DataCode54,DataName55,DataCode55,DataName56,DataCode56,DataName57,DataCode57,DataName58,DataCode58,No. Researchers,Researcher1,Researcher2,Researcher3,Researcher4,Researcher5,Researcher6,Researcher7,Researcher8,Researcher9,Researcher10,Researcher11,Researcher12,Researcher13,Researcher14,Researcher15,Researcher16,Researcher17,Researcher18,Researcher19,Researcher20,Researcher21,Researcher22,Researcher23,Researcher24,Researcher25,Researcher26,Researcher27,Researcher28,Researcher29,Researcher30,Researcher31,Researcher32,Researcher33,Researcher34
2357,Active,Immigrant Generations Across the 20th Century,Penn State,2020,,Jennifer L Van Hook,"The population of the United States has been shaped and reshaped by multiple waves of immigration. Yet data limitations have made it difficult to assess the ways and extent to which immigrants and their families have assimilated and become integrated into mainstream U.S. society.  Of key concern is understanding how assimilation patterns have differed across national origin groups, birth cohorts, and receiving contexts. This 5-year project builds on an ongoing Census Bureau data linkage project, the Core Longitudinal Infrastructure Project (CLIP), which links individuals and families across decennial censuses, CPS and ACS survey data files from 1940 to the present. The current project will leverage the CLIP data to provide unique and new information about the adaptation and integration of immigrant populations over time and across three generations from 1940 to the present. In doing so, the research seeks to better understand the ways in which the assimilation process has varied across national origin groups and across different time periods and destination contexts. ",10,American Community Survey,ACS,Decennial Census,CEN,BOC Census Numident (CNUM),CENSUS_CNUM,BOC Consolidated PIK Crosswalk Current Population Survey (CPS),CENSUS_CONSXWALK_CPS,BOC Crosswalk 1940 IPUMS Research,CENSUS_CROSSWALK_1940_IPUMS,BOC PIK Crosswalk American Community Survey (ACS),CENSUS_CROSSWALK_ACS,BOC PIK Crosswalk Current Population Survey-ASEC (CPS),CENSUS_CROSSWALK_CPS,BOC PIK Crosswalk Census Unedited File (CUF),CENSUS_CROSSWALK_CUF,1940 IPUMS Research,COMM_1940_IPUMS_RESEARCH,Current Population Survey March Supplement,CPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,James D Bachmeier,Thomas Foster,Ngoc-Thoa Khuu,Cheyenne Lonobile,Kendal Lowrey,Cody B Spence,Jennifer L Van Hook,Erik Vickstrom,Jennifer Withrow,,,,,,,,,,,,,,,,,,,,,,,,,
2358,Active,Real Estate Pass-through and Household Location Choices,UCLA,2020,,Ashvin Gandhi,"The affordability and accessibility of housing has generated renewed interest following sustained increases in house prices in the largest American cities. While local governments have responded through various policies, understanding of housing and labor markets at a localized level is still relatively superficial. This project will develop a rich understanding of many aspects of local housing and labor markets. Using data available through the Census RDC--in particular the LEHD--this project proposes to understand (1) how households decide where to live within a city (e.g. proximity to employers, other location-based amenities, physical characteristics of housing, and price) and (2) how real estate stock passes through different geographies and demographic groups (i.e. the ripple effects of new development via the chains of vacancies created as households move). Because household and firm location choices may influence access to employment (including entrepreneurial entry and self-employment opportunities), this project will also produce population estimates that allow for understanding the labor market at a very localized level.",44,Annual Business Survey,ABS,American Community Survey,ACS,Annual Survey of Entrepreneurs,ASE,BOC Census Numident (CNUM),CENSUS_CNUM,BOC PIK Crosswalk American Community Survey (ACS),CENSUS_CROSSWALK_ACS,BOC Master Address File Auxiliary Reference File (MAFARF),CENSUS_CROSSWALK_MARF,Commercial Black Knight Master Address Data (ADDR),COMM_BLACKKNIGHT_ADDR,Commercial Black Knight Assessment Data (ASMT),COMM_BLACKKNIGHT_ASMT,Commercial Black Knight Automated Valuation Models Data (AVM),COMM_BLACKKNIGHT_AVM,Commercial Black Knight Deeds Data (DEED),COMM_BLACKKNIGHT_DEED,Commercial Black Knight Multiple Listing Service Data (MLS),COMM_BLACKKNIGHT_MLS,Commercial Black Knight Notice of Delinquency (Pre Foreclosure) Data (NOD),COMM_BLACKKNIGHT_NOD,Commercial CoreLogic Automated Value Model (AVM),COMM_CORELOGIC_AVM,Commercial CoreLogic Buildings,COMM_CORELOGIC_BLDGS,Commercial CoreLogic Property Deeds,COMM_CORELOGIC_DEED,Commercial CoreLogic Foreclosure (FC),COMM_CORELOGIC_FC,Commercial Corelogic Home Owner Association (HOA),COMM_CORELOGIC_HOA,Commercial CoreLogic Multiple Listing Services (MLS),COMM_CORELOGIC_MLS,Commercial CoreLogic Multiple Listing Services (MLS) Basement,COMM_CORELOGIC_MLSBSMNT,Commercial CoreLogic Open Liens (OLS),COMM_CORELOGIC_OLS,Commercial CoreLogic Tax,COMM_CORELOGIC_TAX,Commercial CoreLogic Tax History,COMM_CORELOGIC_TXHST,Supplementary Public Data - Geographic Codes,GEO_CODES,Integrated Longitudinal Business Database,ILBD,Supplementary Public Data - Industry and Product Codes,IND_PROD_CODES,Kauffman Firm Survey,KFS,Longitudinal Business Database - With EIN and Revenue,LBDREV,LEHD Employer Characteristics File (ECF) - 2014,LEHD-ECF-2014,LEHD Employer Characteristics File (ECF) T26 Components - 2014,LEHD-ECFT26-2014,LEHD Employment History File (EHF) - 2014,LEHD-EHF-2014,LEHD Geocoded Address List (GAL) - 2014,LEHD-GAL-2014,LEHD Geocoded Address List (GAL) T26 Components - 2014,LEHD-GALT26-2014,LEHD Individual Characteristics File (ICF) - 2014,LEHD-ICF-2014,LEHD Individual Characteristics File (ICF) T26 Components - 2014,LEHD-ICFT26-2014,LEHD Successor-Predecessor File (SPF) - 2014,LEHD-SPF-2014,LEHD Unit-to-Worker (U2W) - 2014,LEHD-U2W-2014,LEHD Person-Level Demographics (Workers Only; ICF demographics),LEHD_DEMO,"LEHD Employer-Level Files (ECF, SPF, QWI; non-T26)",LEHD_EMPLOYERS,LEHD Employer-Level File T26 (ECF; T26),LEHD_EMPLOYERS_T26,"LEHD Job-Level Files (EHF, JHF)",LEHD_JOBS,LEHD Person-Level Residence (Workers Only; ICF Residence),LEHD_RESIDENCE,Master Address File Extract,MAFX,Supplementary Public Data - Price Indices,PRICE_INDICES,Standard Statistical Establishment Listing,SSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Robert T French,Ashvin Gandhi,Justin V Gilbert,Zhijian Li,Keith Pennington,Gregor Schubert,Prabhava Upadrashta,Huizi Yu,Yanbo Zeng,,,,,,,,,,,,,,,,,,,,,,,,,
2359,Active,Trends and Disparities in Fatal Occupational Injuries,Triangle,2021,,David B Richardson,"This project will use Decennial Census and American Community Survey (ACS) data in combination with researcher-provided data to study fatal occupational injury rates in North Carolina over the forty-year period 1977-2017. Data on occupational fatalities in North Carolina come from the state's medical examiner system as well as death certificate files from the North Carolina Division of Public Health. Information on fatal injuries describes the sex, race, year of birth, occupation, and industry of the decedent, as well as the year of fatal injury and death. A prior study by the researchers using public Decennial Census data analyzes fatal occupational injuries in North Carolina between 1977 and 1991, when North Carolina's population was 6.6 million. North Carolina now has 9.9 million residents and the state's economy has changed substantially since 1991, with employment shifting dramatically away from agriculture, textile, and furniture production to a more diversified economy with a diverse workforce. This research will encompass a comprehensive epidemiological study of fatal occupational injuries between 1977 and the present, comparing findings to - and updating - the previous research.",2,American Community Survey,ACS,Decennial Census,CEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,John Cantrell,Morgan M Richey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2364,Active,How Do Education Policies Affect Long-Term Life Outcomes?,Chicago,2022,,Kevin Connolly,"How do education policies affect long-term life outcomes? From 1920 through 1980, there were approximately 1,600 openings of colleges (mainly two-year colleges) in the United States;  Between 1966 and 1980, 24 states introduced public funding for kindergarten; Between 1950 and 2000 in the U.S., over 120,000 schools were eliminated through consolidation and the average school size increased from 87 to 440 students. Each of these can be taken as an education policy natural experiment. That is, depending on location and date of birth, otherwise similar people were exposed to differences in college costs, access to public kindergarten, and school size. Using data from the Census Bureau, we will estimate the causal effect of these changes in education policy on important college and life outcomes, including educational attainment, family income, spouse educational attainment, migration, one's neighborhood characteristics as an adult, occupation, self-reported health status, wealth accumulation, premature adult mortality, the incidence of chronic disease, the educational attainment and longevity of one's children, and a number of outcomes relating to Covid-19 (in particular, the impact of Covid-19 at both the level of individuals and communities).",16,American Community Survey,ACS,American Housing Survey,AHS,Decennial Census,CEN,BOC Census Numident (CNUM),CENSUS_CNUM,BOC Consolidated PIK Crosswalk Current Population Survey (CPS),CENSUS_CONSXWALK_CPS,BOC Consolidated PIK Crosswalk Survey of Income and Program Participation (SIPP),CENSUS_CONSXWALK_SIPP,BOC Crosswalk 1940 IPUMS Research,CENSUS_CROSSWALK_1940_IPUMS,BOC PIK Crosswalk American Community Survey (ACS),CENSUS_CROSSWALK_ACS,BOC PIK Crosswalk American Housing Survey (AHS),CENSUS_CROSSWALK_AHS,BOC PIK Crosswalk Current Population Survey-ASEC (CPS),CENSUS_CROSSWALK_CPS,BOC PIK Crosswalk Census Unedited File (CUF),CENSUS_CROSSWALK_CUF,CMS Medicare Enrollment Database (EDB),CMS_EDB,1940 IPUMS Research,COMM_1940_IPUMS_RESEARCH,Census IPUMS Research,COMM_CENSUS_IPUMS_RESEARCH,Current Population Survey March Supplement,CPS,Survey of Income and Program Participation (SIPP) Panels,SIPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Kevin Connolly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2370,Active,Privately Funded Research and the Business Cycle,Philadelphia,2021,,Assa Cohen,"The project will study the impact of macroeconomic conditions on the composition of privately funded research. It will aim to provide a causal explanation for the counter-cyclical behavior of basic research observed in aggregate data. Its findings will also be used to reassess the effect of short-term economic fluctuations on technological development and growth. To do that, we will combine Census data from BRDIS, SIRD, LBD, and QFR, with data we provide from Compustat, and USPTO. We will impute for no-response using multiple imputations, test for causal connections using regression, and investigate macroeconomic dynamics by calibrating a novel endogenous growth model.

Our hypothesis is that weak demands induce firms to shift from launching new products, through applied research, to building ability to innovate, through basic research. Empirically, we expect to find that, controlling for confounders, there is a negative correlation between a firm investment in basic research and the predicted demand for its new products. Also, we expect the data to validate our novel endogenous growth model that implies that downturns are followed by rapid technological innovation. The project may contribute to the literature by providing evidence that downturns are beneficial for future technological development and growth, in stark contrast with the dominant view that assets that they are inimical to both. Also, the project will provide new insights into firms' R&D strategy and the considerations which inform it.",9,Annual Business Survey,ABS,Business Enterprise Research and Development Survey (BERD),BERD,Compustat-SSEL Bridge,CSB,Intellectual Property Public Patent Data - No PII,IP_PUBLIC_NOPII,Longitudinal Business Database - With EIN and Revenue,LBDREV,Supplementary Public Data - County Characteristics,PUBLIC_COUNTY,Quarterly Financial Report Census Years,QFRCEN,Survey of Industrial Research and Development,SIRD,Standard Statistical Establishment Listing,SSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Assa Cohen,Dror Shvadron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2371,Active,Improving the Efficiency of Model-Informed Decision-making in Responsive and Adaptive Survey Designs,Michigan,2021,,James R Wagner,"Sample surveys are a critical resource for social science and health research. Large-scale national surveys, such as the National Survey of Children's Health (NSCH) and the National Survey of College Graduates (NSCG), are essential for understanding the population. However, sample surveys are increasingly facing the dual pressure of rising nonresponse and shrinking budgets. This pressure threatens the quality of survey estimates.

Survey methodologists have responded to these pressures by proposing two new classes of designs which are aimed at increasing quality or controlling costs. The first new class of designs, known as responsive survey designs, uses incoming data from the field to trigger changes in the design. In effect, these responsive designs identify cases that are not responding well under the current protocol, and offering them a new protocol that is more likely to induce response. The second class of designs is known as adaptive survey design. These designs attempt to identify subgroups in the population for whom different designs may be more effective. The goal is to identify the optimal design, with respect to a stated objective, that is tailored to individuals--i.e., assigns different designs to subgroups. Both classes of designs rely upon inputs for decision-making. Often, these inputs are in the form of model predictions about the probability of response. Unfortunately, the quality of those inputs has not been evaluated in either of these new classes of survey designs. We propose to evaluate the quality of these inputs. In particular, we will evaluate the impact of model selection procedures on the effectiveness of responsive and adaptive survey designs.

We will use data from the largest ongoing survey in the U.S., the American Community Survey (ACS), to accelerate progress on evaluating different approaches to informing the data collection design. The ACS is a mandatory survey with a 95% response rate that also uses a phased design with multiple protocols,
making it ideal for this study. We will vary both the information being used to direct data collection at the sample case level, and the primary objective of the targeted use of more costly methods ",14,American Community Survey,ACS,American Community Survey Paradata,ACSP,Decennial Census,CEN,Commercial DAR Partners,COMM_DAR_PARTNERS,Commercial Experian End-Dated Records (EDR),COMM_EXP_EDR,Commercial Experian Insource (INSRC),COMM_EXP_INSRC,Commercial Infogroup,COMM_INFOGROUP,Commercial Melissa Data Base,COMM_MELISSA,Commercial Targus National Address File (NAF),COMM_TARGUS_ADDRESS,Commercial Targus Federal Consumer,COMM_TARGUS_FEDCONSUMER,Commercial Targus Pure Wireless,COMM_TARGUS_WIRELESS,Commercial VSGI Consumer Referential Database,COMM_VSGI_CRD,Commercial VSGI Tracker (TRK),COMM_VSGI_TRK,Planning Database (PDB),PDB_PUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,James R Wagner,Xinyu Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376,Active,Persistence of Place-Based Policies,Kentucky,2020,,David Agrawal,"Federal and state governments create place-based policies to reduce the concentration of poverty and to improve the status of high poverty neighborhoods. Some evidence suggests that these policies improve the economic status of the targeted neighborhoods relative to similar poor neighborhoods, whether these gains persist once the programs are removed remains an open question. This project examines the funding expiration of Renewal Communities in 2009 and the effect of this termination on residents and workers in Renewal Communities on outcomes such as wages, employment, hours worked, industry employed, family income, public assistance income, and housing values. Using a generalized difference-in-differences design where Renewal Communities are the treatment group and Empowerment Zones are the comparison group, we study this question using restricted 1990 and 2000 Decennial Census and the 2001-2017 American Community Survey (ACS). The restricted data allow us to identify census tracts where individuals live and/or work in, as the placed-based policies are determined at the census tract level. Understanding the lasting impact of place-based policies once they expire is important for policy makers to know whether these programs temporarily or permanently lift communities out of poverty.",3,American Community Survey,ACS,Decennial Census,CEN,Disclosure Avoidance Population Tables,POP_TABLES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,David Agrawal,Kenneth Tester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2377,Active,"Flood Risk, Migration, and Policy: Evidence from U.S. Households",Kentucky,2022,,Lala Ma,"Floods trigger monumental losses across the US that are projected to increase with climate change. With the recent history of unprecedented flood losses from events including Hurricanes Katrina, Sandy, and Harvey, growing concern surrounds the detrimental consequences for some of the nation's most vulnerable communities. These distributional concerns are not new. Critically, little is known about how households may heterogeneously adjust to flood risk along several key housing margins including location choice and the decision to rent versus own, as well as how these decisions may be impacted by public welfare programs. The project will provide insight into these flooding issues through two empirical papers carefully motivated by theory. Both papers use data from the American Community Survey (2000-2023, as available).  Paper 1 applies a residential sorting model to data on recent movers in major metropolitan areas within the US to analyze the extent to which homebuyers and renters heterogeneously sort across flood risk based on their race/ethnicity, income, and educational attainment. These results will then be used to estimate the impacts of the National Flood Insurance Program and changes in flood risk on intra-US migration decisions and the resulting distribution of socioeconomic groups across flood risk in the US. Paper 2 examines how serious flood events affect migration decisions (e.g. whether, and where, to move within the US, and whether to rent versus buy) and mortgage impacts, and if participation in social insurance programs modifies the responses to flood-related natural disasters. These decisions can have long-term implications for risk exposure and wealth accumulation.",25,American Community Survey,ACS,BOC PIK Crosswalk American Community Survey (ACS),CENSUS_CROSSWALK_ACS,BOC Master Address File Auxiliary Reference File (MAFARF),CENSUS_CROSSWALK_MARF,Commercial Black Knight Master Address Data (ADDR),COMM_BLACKKNIGHT_ADDR,Commercial Black Knight Assignment of Mortgage Data (ASGN),COMM_BLACKKNIGHT_ASGN,Commercial Black Knight Assessment Data (ASMT),COMM_BLACKKNIGHT_ASMT,Commercial Black Knight Automated Valuation Models Data (AVM),COMM_BLACKKNIGHT_AVM,Commercial Black Knight Deeds Data (DEED),COMM_BLACKKNIGHT_DEED,Commercial Black Knight Active Loan Data (LOAN),COMM_BLACKKNIGHT_LOAN,Commercial Black Knight Multiple Listing Service Data (MLS),COMM_BLACKKNIGHT_MLS,Commercial Black Knight Notice of Delinquency (Pre Foreclosure) Data (NOD),COMM_BLACKKNIGHT_NOD,Commercial Black Knight Parcel Boundary Data (PB),COMM_BLACKKNIGHT_PB,Commercial Black Knight Release of Mortgage Data (REL),COMM_BLACKKNIGHT_REL,Commercial Black Knight Stand-Alone Mortgage Data (SAM),COMM_BLACKKNIGHT_SAM,Commercial CoreLogic Automated Value Model (AVM),COMM_CORELOGIC_AVM,Commercial CoreLogic Buildings,COMM_CORELOGIC_BLDGS,Commercial CoreLogic Property Deeds,COMM_CORELOGIC_DEED,Commercial CoreLogic Foreclosure (FC),COMM_CORELOGIC_FC,Commercial Corelogic Home Owner Association (HOA),COMM_CORELOGIC_HOA,Commercial CoreLogic Multiple Listing Services (MLS),COMM_CORELOGIC_MLS,Commercial CoreLogic Multiple Listing Services (MLS) Basement,COMM_CORELOGIC_MLSBSMNT,Commercial CoreLogic Open Liens (OLS),COMM_CORELOGIC_OLS,Commercial CoreLogic Tax,COMM_CORELOGIC_TAX,Commercial CoreLogic Tax History,COMM_CORELOGIC_TXHST,Master Address File Extract,MAFX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Charles Hokayem,Lala Ma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2383,Active,Longitudinal Career Paths of Interdisciplinary Graduate Students,Cornell,2021,,Kevin Kniffin,"Academic disciplines play an important role in establishing methods for studying phenomena observed in the real world; however, there is a significant push from institutions, such as universities and grant funding agencies, for researchers to work with others outside of their disciplinary silos. Our objective is to study how the PhD market responds to this movement through a unique juxtaposition of datasets including UMETRICS, SED, and LEHD. This project will extend the prior literature on the near-term labor market penalty interdisciplinary dissertators in STEM fields tend to face in the first year after completing the PhD.  This project will also generate novel population estimates by addressing the following five Research Questions (RQs): RQ1: To what extent do interdisciplinary dissertators tend to face either penalties, rewards, more varied outcomes, or no differences in outcomes over the course of their careers (after completing an interdisciplinary dissertation)? RQ2: To what extent do the patterns that we examine through RQ1 vary over time? RQ3: How do graduate students who are funded by programs with an interdisciplinary focus do over the course of their careers when compared with graduate students funded by the NSF in similar but more traditional discipline-based programs? RQ4: How do members of (large) project-based teams do over the course of their careers when compared with peers who are not part of (large) project-based teams? RQ5:To what extent do the SED and ProQuest datasets correspond to each other with respect to classifying someone's dissertation as interdisciplinary?",10,LEHD Employer Characteristics File (ECF) - 2014,LEHD-ECF-2014,LEHD Employment History File (EHF) - 2014,LEHD-EHF-2014,LEHD Individual Characteristics File (ICF) - 2014,LEHD-ICF-2014,LEHD Person-Level Demographics (Workers Only; ICF demographics),LEHD_DEMO,"LEHD Employer-Level Files (ECF, SPF, QWI; non-T26)",LEHD_EMPLOYERS,"LEHD Job-Level Files (EHF, JHF)",LEHD_JOBS,BOC PIK Xwalk Srvy Earned Doctorates (SED) and Srvy Doctoral Recipients (SDR),NSF_NCSES_SED,Survey of Earned Doctorates,NSF_NCSES_SED_NONPVS,Supplementary Public Data - Price Indices,PRICE_INDICES,UMETRICS University Research Data,UMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Julie Gressley,Andrew Hanks,Kevin Kniffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2387,Active,Understanding Factors Affecting the Ability of Older Workers to Participate in the Labor Force: Employer Concentration and Employer Demand,Boston,2021,,Gal Wettstein,"Longer lives, the shift to defined contribution (DC) plans, and lower Social Security replacement rates mean Americans need to work longer to secure an adequate retirement. This project analyzes the ability of older workers to find employment in an environment where longer careers are likely to be necessary but where increasing firm concentration and a lack of demand from employers threaten their ability to do so. First, the project examines the relationship between employer concentration and labor force participation (LFP) for workers at various ages. To establish the mechanisms involved in this association, the project will test for heterogeneity in the correlation of concentration and LFP by two dimensions: education and unionization.  In both cases, the effect of concentration is expected to be smaller for workers with more bargaining power, such as the more educated and the unionized. Second, the project explores whether older workers are good for firms' productivity and profitability. The project will estimate the firm-level correlation of the share of workers over age 55 and the productivity of the firm, as measured by revenue per worker, the ratio of revenue to wages, and for the manufacturing sector total factor productivity and whether production targets were met.  The project will estimate the share of workers over age 55 by commuting zone (CZ), and focusing on the manufacturing sector will estimate the correlation of productivity, with the share of workers over age 55 instrumented by the share of the firm's CZ over age 55.",17,American Community Survey,ACS,Annual Survey of Manufactures,ASM,BOC PIK Crosswalk American Community Survey (ACS),CENSUS_CROSSWALK_ACS,Census of Manufactures,CMF,Compustat-SSEL Bridge,CSB,Form 5500 Bridge File,F55BF,Supplementary Public Data - Geographic Codes,GEO_CODES,Longitudinal Business Database - With EIN and Revenue,LBDREV,LEHD Employer Characteristics File (ECF) - 2014,LEHD-ECF-2014,LEHD Employer Characteristics File (ECF) T26 Components - 2014,LEHD-ECFT26-2014,LEHD Employment History File (EHF) - 2014,LEHD-EHF-2014,LEHD Individual Characteristics File (ICF) - 2014,LEHD-ICF-2014,LEHD Individual Characteristics File (ICF) T26 Components - 2014,LEHD-ICFT26-2014,LEHD Quarterly Workforce Indicators (QWI) - 2014,LEHD-QWI-2014,LEHD Unit-to-Worker (U2W) - 2014,LEHD-U2W-2014,Supplementary Public Data - Price Indices,PRICE_INDICES,Standard Statistical Establishment Listing,SSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,Anqi Chen,James Giles,Nilufer Gok,Nico Nastri,Laura D Quinby,Oliver Shih,Gal Wettstein,,,,,,,,,,,,,,,,,,,,,,,,,,,
2389,Active,"Wages, Worker Productivity, and Imperfect Competition in the U.S. Labor Market",Boston,2020,,Samuel G Young,"Recently, there has been considerable interest in how closely workers' pay is tied to their productivity. One motivation for this discussion is the fact that median US worker pay growth has been far weaker than the growth of GDP per worker (labor productivity) since the mid-1970s. In
the decades prior to this, productivity and pay growth followed each other quite closely. Research has shown that the competitive model of wage setting is inconsistent with many parts of the labor market, and critical questions remain. How has the relationship between productivity and wages changed over time? Is the imperfect pass-through of productivity to wages driven by monopoly power in the product market, monopsony power in the labor market, adjustment frictions, and/or other factors? What firm and labor market characteristics are associated with firms paying workers close to their productivity?

This project will improve measurement of the relationship between workers' productivity and their pay, and explore heterogeneity in these measures across time, firms, and labor market conditions. The analysis will add to our understanding of why firms can pay workers less than their productivity and what types of firms pay workers closer to their productivity. The main project uses production function estimation techniques to measure the degree of imperfect competition in the U.S. labor market, and will estimate this measure across a large number of firms over multiple decades. We can estimate the wedge between workers' marginal revenue product and their wage. Then using another input into the production function (e.g. materials), we can separate how much of this wedge is due to monopoly power in the product market vs. monopsony power in the labor market. Under a model of wage posting with monopsony power, this measure directly identifies a time-varying elasticity of labor supply faced by each firm. As a supplement to this new measure of imperfect competition, we also plan on estimating standard rent-sharing elasticities that measure how exogenous shocks to worker productivity pass through to their wages.

While there are existing estimates of imperfect competition in the U.S. labor market, most of the empirical evidence on this topic is not directly tied to theories of wage setting and/or are focused on very specific occupational labor markets (so lack enough external validity for the general U.S. labor market). We propose to estimate two theoretically motivated measures of imperfect competition across a large number of firms and over time. Both measures estimate how worker productivity changes pass through to their wages. The first relies on production function estimation and is similar to how IO economists measure markups. The second is a rent-sharing method familiar to labor economists. With estimates of both measures for an overlapping set of firms, we can compare the two different measures, analyze heterogeneity across firms and labor markets, and document how these measures have changed over the past 25-40 years.",32,Annual Capital Expenditures Survey,ACE,Annual Retail Trade Survey,ARTS,Annual Survey of Manufactures,ASM,Annual Wholesale Trade Survey,AWTS,Business Enterprise Research and Development Survey (BERD),BERD,Business Expenditures Survey,BES,Census of Construction Industries,CCN,"Census of Finance, Insurance, and Real Estate",CFI,Commodity Flow Survey,CFS,Census of Manufactures,CMF,Census of Mining,CMI,Census of Retail Trade,CRT,Compustat-SSEL Bridge,CSB,Census of Services,CSR,"Census of Transportation, Communications, and Utilities",CUT,Census of Wholesale Trade,CWH,Foreign Trade Data - Export,EXP,Foreign Trade Data - Import,IMP,Intellectual Property Public Patent Data - No PII,IP_PUBLIC_NOPII,Longitudinal Business Database - No Revenue,LBD,Longitudinal Business Database - With EIN and Revenue,LBDREV,LEHD Person-Level Demographics (Workers Only; ICF demographics),LEHD_DEMO,"LEHD Employer-Level Files (ECF, SPF, QWI; non-T26)",LEHD_EMPLOYERS,LEHD Employer-Level File T26 (ECF; T26),LEHD_EMPLOYERS_T26,"LEHD Job-Level Files (EHF, JHF)",LEHD_JOBS,Longitudinal Foreign Trade Transactions Database,LFTTD,Manufacturing Energy Consumption Survey,MECS,NBER-CES Manufacturing Industry Database (Public Use Dataset),NBERCES_PUBLIC,National Employer Survey,NES,Service Annual Survey,SAS,Survey of Industrial Research and Development,SIRD,Standard Statistical Establishment Listing,SSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,John M Van Reenen,Sean Y Wang,Michael B Wong,Samuel G Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
