Proj ID,Status,Title,RDC,Start Year,End Year,PI,Researcher
1727,Completed,"Determinants of Marriage, Fertility, and Migration Decisions",Michigan,2016,2023.0,Joelle H Abramowitz,Joelle H Abramowitz
1727,Completed,"Determinants of Marriage, Fertility, and Migration Decisions",Michigan,2016,2023.0,Joelle H Abramowitz,Angela Bruns
1731,Active,The Dynamics of the Small Business Sector: Evidence from the Survey of Business Owners and the Annual Survey of Entrepreneurs,Chicago,2018,,Benjamin W Pugsley,Saheel A Chodavadia
1731,Active,The Dynamics of the Small Business Sector: Evidence from the Survey of Business Owners and the Annual Survey of Entrepreneurs,Chicago,2018,,Benjamin W Pugsley,Victoria Consolvo
1731,Active,The Dynamics of the Small Business Sector: Evidence from the Survey of Business Owners and the Annual Survey of Entrepreneurs,Chicago,2018,,Benjamin W Pugsley,Margaret Dalton
1731,Active,The Dynamics of the Small Business Sector: Evidence from the Survey of Business Owners and the Annual Survey of Entrepreneurs,Chicago,2018,,Benjamin W Pugsley,Hoang Lan Dinh
1731,Active,The Dynamics of the Small Business Sector: Evidence from the Survey of Business Owners and the Annual Survey of Entrepreneurs,Chicago,2018,,Benjamin W Pugsley,Nathan Goldschlag
1731,Active,The Dynamics of the Small Business Sector: Evidence from the Survey of Business Owners and the Annual Survey of Entrepreneurs,Chicago,2018,,Benjamin W Pugsley,Alexander A Houtz
1731,Active,The Dynamics of the Small Business Sector: Evidence from the Survey of Business Owners and the Annual Survey of Entrepreneurs,Chicago,2018,,Benjamin W Pugsley,William R Kerr
1731,Active,The Dynamics of the Small Business Sector: Evidence from the Survey of Business Owners and the Annual Survey of Entrepreneurs,Chicago,2018,,Benjamin W Pugsley,Sari Kerr
1731,Active,The Dynamics of the Small Business Sector: Evidence from the Survey of Business Owners and the Annual Survey of Entrepreneurs,Chicago,2018,,Benjamin W Pugsley,Jonas Nauerz
1731,Active,The Dynamics of the Small Business Sector: Evidence from the Survey of Business Owners and the Annual Survey of Entrepreneurs,Chicago,2018,,Benjamin W Pugsley,Benjamin W Pugsley
1736,Completed,The Effect of Disability Receipt on Community Outcomes: Evidence from Social Security Field Offices,Chicago,2017,2020.0,Manasi A Deshpande,Michele Carter
1736,Completed,The Effect of Disability Receipt on Community Outcomes: Evidence from Social Security Field Offices,Chicago,2017,2020.0,Manasi A Deshpande,Manasi A Deshpande
1737,Completed,"Exact Date of Birth, Education, and Voter Turnout",Chicago,2017,2022.0,Jorg L Spenkuch,Ethan D Kaplan
1737,Completed,"Exact Date of Birth, Education, and Voter Turnout",Chicago,2017,2022.0,Jorg L Spenkuch,Jorg L Spenkuch
1737,Completed,"Exact Date of Birth, Education, and Voter Turnout",Chicago,2017,2022.0,Jorg L Spenkuch,Cody Tuttle
1739,Completed,The Price of a Safe Home: Lead-Abatement Mandates and the Housing Market,Chicago,2017,2019.0,Ludovica A Gazze,Ludovica A Gazze
1743,Active,The Short and Long Term Effects of Public Health Interventions,Michigan,2017,,Sarah M Miller,Mattan C Alalouf
1743,Active,The Short and Long Term Effects of Public Health Interventions,Michigan,2017,,Sarah M Miller,Jordan Berne
1743,Active,The Short and Long Term Effects of Public Health Interventions,Michigan,2017,,Sarah M Miller,Camila Bratten
1743,Active,The Short and Long Term Effects of Public Health Interventions,Michigan,2017,,Sarah M Miller,Peter J Choi
1743,Active,The Short and Long Term Effects of Public Health Interventions,Michigan,2017,,Sarah M Miller,Zoey Chopra
1743,Active,The Short and Long Term Effects of Public Health Interventions,Michigan,2017,,Sarah M Miller,Kevin Connolly
1743,Active,The Short and Long Term Effects of Public Health Interventions,Michigan,2017,,Sarah M Miller,Ryan Fraser
1743,Active,The Short and Long Term Effects of Public Health Interventions,Michigan,2017,,Sarah M Miller,Katie R Genadek
1743,Active,The Short and Long Term Effects of Public Health Interventions,Michigan,2017,,Sarah M Miller,Christopher A Hollrah
1743,Active,The Short and Long Term Effects of Public Health Interventions,Michigan,2017,,Sarah M Miller,Min Jeong Kim
1743,Active,The Short and Long Term Effects of Public Health Interventions,Michigan,2017,,Sarah M Miller,Bhashkar Mazumder
1743,Active,The Short and Long Term Effects of Public Health Interventions,Michigan,2017,,Sarah M Miller,Sarah M Miller
1743,Active,The Short and Long Term Effects of Public Health Interventions,Michigan,2017,,Sarah M Miller,Matthew E Pesner
1743,Active,The Short and Long Term Effects of Public Health Interventions,Michigan,2017,,Sarah M Miller,Laura R Wherry
1743,Active,The Short and Long Term Effects of Public Health Interventions,Michigan,2017,,Sarah M Miller,Julia Yates
1745,Completed,Improving Estimates for Post-2000 Small Area Data,Baruch,2018,2022.0,Hongwei Xu,Howard J Carlson
1745,Completed,Improving Estimates for Post-2000 Small Area Data,Baruch,2018,2022.0,Hongwei Xu,Todd K Gardner
1745,Completed,Improving Estimates for Post-2000 Small Area Data,Baruch,2018,2022.0,Hongwei Xu,Samuel Kye
1745,Completed,Improving Estimates for Post-2000 Small Area Data,Baruch,2018,2022.0,Hongwei Xu,John R Logan
1745,Completed,Improving Estimates for Post-2000 Small Area Data,Baruch,2018,2022.0,Hongwei Xu,Elisabeta Minca
1745,Completed,Improving Estimates for Post-2000 Small Area Data,Baruch,2018,2022.0,Hongwei Xu,Hongwei Xu
1745,Completed,Improving Estimates for Post-2000 Small Area Data,Baruch,2018,2022.0,Hongwei Xu,Wenquan Zhang
1746,Completed,Weighting Factor Development Using the Census of Retail Trade,Triangle,2018,2022.0,Satkartar Kinney,Denise R Bell
1746,Completed,Weighting Factor Development Using the Census of Retail Trade,Triangle,2018,2022.0,Satkartar Kinney,Marissa Gargano
1746,Completed,Weighting Factor Development Using the Census of Retail Trade,Triangle,2018,2022.0,Satkartar Kinney,Satkartar Kinney
1748,Completed,Validating Estimates of Migration Status among Asian Immigrants in Representative Data Sources,Irvine,2017,2020.0,Annie E Ro,Biblia S Cha
1748,Completed,Validating Estimates of Migration Status among Asian Immigrants in Representative Data Sources,Irvine,2017,2020.0,Annie E Ro,Annie E Ro
1748,Completed,Validating Estimates of Migration Status among Asian Immigrants in Representative Data Sources,Irvine,2017,2020.0,Annie E Ro,Jennifer L Van Hook
1751,Active,Household Spatial Sorting Impacts of the Housing and Financial Crisis,Nebraska,2018,,John E Anderson,John E Anderson
1751,Active,Household Spatial Sorting Impacts of the Housing and Financial Crisis,Nebraska,2018,,John E Anderson,Kyle Kopplin
1751,Active,Household Spatial Sorting Impacts of the Housing and Financial Crisis,Nebraska,2018,,John E Anderson,Aaron Scholl
1751,Active,Household Spatial Sorting Impacts of the Housing and Financial Crisis,Nebraska,2018,,John E Anderson,Muazzam Toshmatova
1753,Active,Government Welfare and Private Provision of Public Goods: Evidence from SNAP,Cornell,2019,,Nicolas L Bottan,Nicolas L Bottan
1756,Active,The Snowball Effect of Top-income Inequality,Chicago,2017,,Joshua D Gottlieb,Scott D Blatte
1756,Active,The Snowball Effect of Top-income Inequality,Chicago,2017,,Joshua D Gottlieb,Jeffrey P Clemens
1756,Active,The Snowball Effect of Top-income Inequality,Chicago,2017,,Joshua D Gottlieb,Joshua D Gottlieb
1758,Active,"Organizational Characteristics, the Characteristics of Organizational Institutional Environments and Texas Oil and Gas Venting and Flaring Practices",Texas,2018,,Katherine Calle Willyard,Katherine Calle Willyard
1762,Completed,"The Impact of Trade Adjustment Assistance (TAA) Benefits on Workers, and Assessing LEHD Successor-Predecessor Linkages with Researcher-Provided Data on Mass Layoffs",Baruch,2017,2024.0,Ben Hyman,Ben Hyman
1762,Completed,"The Impact of Trade Adjustment Assistance (TAA) Benefits on Workers, and Assessing LEHD Successor-Predecessor Linkages with Researcher-Provided Data on Mass Layoffs",Baruch,2017,2024.0,Ben Hyman,Brian K Kovak
1762,Completed,"The Impact of Trade Adjustment Assistance (TAA) Benefits on Workers, and Assessing LEHD Successor-Predecessor Linkages with Researcher-Provided Data on Mass Layoffs",Baruch,2017,2024.0,Ben Hyman,Adam A Leive
1762,Completed,"The Impact of Trade Adjustment Assistance (TAA) Benefits on Workers, and Assessing LEHD Successor-Predecessor Linkages with Researcher-Provided Data on Mass Layoffs",Baruch,2017,2024.0,Ben Hyman,Theodore J Naff
1774,Completed,Measuring the End-Use of U.S. Traded Goods,Kansas City,2017,2022.0,Nicholas Sly,Linmei Amaya
1774,Completed,Measuring the End-Use of U.S. Traded Goods,Kansas City,2017,2022.0,Nicholas Sly,Elizabeth M Johnson
1774,Completed,Measuring the End-Use of U.S. Traded Goods,Kansas City,2017,2022.0,Nicholas Sly,Nicholas Sly
1774,Completed,Measuring the End-Use of U.S. Traded Goods,Kansas City,2017,2022.0,Nicholas Sly,Anson Soderbery
1774,Completed,Measuring the End-Use of U.S. Traded Goods,Kansas City,2017,2022.0,Nicholas Sly,Nikolas J Zolas
1779,Active,"Wages, Production and Pass-through",Chicago,2017,,Yuci Chen,Yuci Chen
1779,Active,"Wages, Production and Pass-through",Chicago,2017,,Yuci Chen,Benjamin M Marx
1784,Active,The Local Economic Impacts of Prisons,Chicago,2018,,Janjala Chirakijja,Janjala Chirakijja
1785,Active,"Farms or Factories? Trade, Reallocation, and General Equilibrium Adaptation  to the Global Productivity Impacts of Extreme Weather",Chicago,2018,,Ishan Nath,Ishan Nath
1787,Active,The Effect of Affirmative Action on Workers' Outcomes,Yale,2017,,Noriko Amano,Joseph Altonji
1787,Active,The Effect of Affirmative Action on Workers' Outcomes,Yale,2017,,Noriko Amano,Noriko Amano
1787,Active,The Effect of Affirmative Action on Workers' Outcomes,Yale,2017,,Noriko Amano,Julian Aramburu
1787,Active,The Effect of Affirmative Action on Workers' Outcomes,Yale,2017,,Noriko Amano,Zara A Contractor
1802,Active,Estimating Two-Sided Assignment Models Using LEHD Data,Colorado,2017,,Richard K Mansfield,Richard K Mansfield
1802,Active,Estimating Two-Sided Assignment Models Using LEHD Data,Colorado,2017,,Richard K Mansfield,Hani Mansour
1802,Active,Estimating Two-Sided Assignment Models Using LEHD Data,Colorado,2017,,Richard K Mansfield,Kassandra M McLean
1802,Active,Estimating Two-Sided Assignment Models Using LEHD Data,Colorado,2017,,Richard K Mansfield,Terra G Mckinnish-Harllee
1802,Active,Estimating Two-Sided Assignment Models Using LEHD Data,Colorado,2017,,Richard K Mansfield,Charles Pfander
1803,Active,Franchising and Labor Market Outcomes,Cornell,2019,,Rosemary L Batt,Rosemary L Batt
1803,Active,Franchising and Labor Market Outcomes,Cornell,2019,,Rosemary L Batt,Savannah U Kochinke
1803,Active,Franchising and Labor Market Outcomes,Cornell,2019,,Rosemary L Batt,Johannes F Schmieder
1803,Active,Franchising and Labor Market Outcomes,Cornell,2019,,Rosemary L Batt,Lily M Seitelman
1806,Active,Changes in Labor Demand and the Occupational and Geographic Mobility of U.S. Workers,Triangle,2018,,Ted D Mouw,Rebecca J Bielamowicz
1806,Active,Changes in Labor Demand and the Occupational and Geographic Mobility of U.S. Workers,Triangle,2018,,Ted D Mouw,Anna Gardner
1806,Active,Changes in Labor Demand and the Occupational and Geographic Mobility of U.S. Workers,Triangle,2018,,Ted D Mouw,Ted D Mouw
1806,Active,Changes in Labor Demand and the Occupational and Geographic Mobility of U.S. Workers,Triangle,2018,,Ted D Mouw,Michael A Schultz
1808,Completed,The role of idiosyncratic factors as determinants of aggregate outcomes,Fed Board,2018,2024.0,Chen Yeh,Andrea Atencio De Leon
1808,Completed,The role of idiosyncratic factors as determinants of aggregate outcomes,Fed Board,2018,2024.0,Chen Yeh,Rosemary M Coskrey
1808,Completed,The role of idiosyncratic factors as determinants of aggregate outcomes,Fed Board,2018,2024.0,Chen Yeh,Matthew L Haumann
1808,Completed,The role of idiosyncratic factors as determinants of aggregate outcomes,Fed Board,2018,2024.0,Chen Yeh,Cooper A Howes
1808,Completed,The role of idiosyncratic factors as determinants of aggregate outcomes,Fed Board,2018,2024.0,Chen Yeh,Claudia Macaluso
1808,Completed,The role of idiosyncratic factors as determinants of aggregate outcomes,Fed Board,2018,2024.0,Chen Yeh,Nathaniel A Pancost
1808,Completed,The role of idiosyncratic factors as determinants of aggregate outcomes,Fed Board,2018,2024.0,Chen Yeh,Marie C Ruiz
1808,Completed,The role of idiosyncratic factors as determinants of aggregate outcomes,Fed Board,2018,2024.0,Chen Yeh,William E Schmidt
1808,Completed,The role of idiosyncratic factors as determinants of aggregate outcomes,Fed Board,2018,2024.0,Chen Yeh,Chen Yeh
1809,Completed,Developing an innovative methodology to measure the rural-urban continuum as applied to tobacco control,Washington,2017,2020.0,Frances Stillman,Devi Chelluri
1809,Completed,Developing an innovative methodology to measure the rural-urban continuum as applied to tobacco control,Washington,2017,2020.0,Frances Stillman,Erin Tanenbaum
1811,Completed,Local Economic Shocks and Firm Growth,Baruch,2018,2023.0,Conor Walsh,Jordi M Bofill
1811,Completed,Local Economic Shocks and Firm Growth,Baruch,2018,2023.0,Conor Walsh,Sharat Ganapati
1811,Completed,Local Economic Shocks and Firm Growth,Baruch,2018,2023.0,Conor Walsh,Brian P Greaney
1811,Completed,Local Economic Shocks and Firm Growth,Baruch,2018,2023.0,Conor Walsh,Conor Walsh
1812,Active,Effects of Unemployment Insurance Benefits on Job and Match Quality,Georgetown,2018,,Adriana Kugler,Adriana Kugler
1812,Active,Effects of Unemployment Insurance Benefits on Job and Match Quality,Georgetown,2018,,Adriana Kugler,Umberto Muratori
1814,Active,Organizational Policies and Corporate Disclosure Quality,Missouri,2018,,MaryJane R Rabier,Seth Carnahan
1814,Active,Organizational Policies and Corporate Disclosure Quality,Missouri,2018,,MaryJane R Rabier,MaryJane R Rabier
1814,Active,Organizational Policies and Corporate Disclosure Quality,Missouri,2018,,MaryJane R Rabier,Yifang Xie
1819,Active,"Wage Changes, Net and Gross Employment Flows",Atlanta,2018,,David G Wiczer,Sunghun Cho
1819,Active,"Wage Changes, Net and Gross Employment Flows",Atlanta,2018,,David G Wiczer,Victoria Gregory
1819,Active,"Wage Changes, Net and Gross Employment Flows",Atlanta,2018,,David G Wiczer,Claudia Macaluso
1819,Active,"Wage Changes, Net and Gross Employment Flows",Atlanta,2018,,David G Wiczer,Santiago Martinez
1819,Active,"Wage Changes, Net and Gross Employment Flows",Atlanta,2018,,David G Wiczer,Lawrence F Warren
1819,Active,"Wage Changes, Net and Gross Employment Flows",Atlanta,2018,,David G Wiczer,David G Wiczer
1831,Active,How does the mortgage liability affect career decision? Evidence of cash flow hedging in household financial planning,Texas,2018,,Xiao Cen,Xiao Cen
1831,Active,How does the mortgage liability affect career decision? Evidence of cash flow hedging in household financial planning,Texas,2018,,Xiao Cen,Wei Jiang
1831,Active,How does the mortgage liability affect career decision? Evidence of cash flow hedging in household financial planning,Texas,2018,,Xiao Cen,Nan Li
1832,Active,Assessing and Improving Measurement of Innovation and International Trade in the Service Sector,Georgetown,2019,,J Bradford Jensen,Xiang Ding
1832,Active,Assessing and Improving Measurement of Innovation and International Trade in the Service Sector,Georgetown,2019,,J Bradford Jensen,J Bradford Jensen
1832,Active,Assessing and Improving Measurement of Innovation and International Trade in the Service Sector,Georgetown,2019,,J Bradford Jensen,Ferdinando Monte
1833,Active,Volunteering and Community Context,Atlanta,2017,,Laurie Paarlberg,Su Young Choi
1833,Active,Volunteering and Community Context,Atlanta,2017,,Laurie Paarlberg,Suyeon Jo
1833,Active,Volunteering and Community Context,Atlanta,2017,,Laurie Paarlberg,Austin McCrea
1833,Active,Volunteering and Community Context,Atlanta,2017,,Laurie Paarlberg,Ryan H Moss
1833,Active,Volunteering and Community Context,Atlanta,2017,,Laurie Paarlberg,Rebecca A Nesbit
1833,Active,Volunteering and Community Context,Atlanta,2017,,Laurie Paarlberg,Laurie Paarlberg
1835,Completed,Investigating Demand Thresholds to Understand Quality and Shortcomings of Current Estimates,Texas,2018,2023.0,Craig Carpenter,John Anders
1835,Completed,Investigating Demand Thresholds to Understand Quality and Shortcomings of Current Estimates,Texas,2018,2023.0,Craig Carpenter,Craig Carpenter
1835,Completed,Investigating Demand Thresholds to Understand Quality and Shortcomings of Current Estimates,Texas,2018,2023.0,Craig Carpenter,Thomas C Keene
1835,Completed,Investigating Demand Thresholds to Understand Quality and Shortcomings of Current Estimates,Texas,2018,2023.0,Craig Carpenter,Charles M Tolbert
1835,Completed,Investigating Demand Thresholds to Understand Quality and Shortcomings of Current Estimates,Texas,2018,2023.0,Craig Carpenter,Anders T Van Sandt
1841,Active,"Regional Entrepreneurship, Innovation, and Firm Dynamics",Georgetown,2018,,Rahul R Gupta,Rahul R Gupta
1841,Active,"Regional Entrepreneurship, Innovation, and Firm Dynamics",Georgetown,2018,,Rahul R Gupta,Xian Jiang
1841,Active,"Regional Entrepreneurship, Innovation, and Firm Dynamics",Georgetown,2018,,Rahul R Gupta,William R Kerr
1846,Active,Analyzing the Impact of Firms' Trade Activities on Labor Market Outcomes. A Matched Employee-Employer Perspective,Colorado,2018,,Jeronimo R Carballo,Jeronimo R Carballo
1846,Active,Analyzing the Impact of Firms' Trade Activities on Labor Market Outcomes. A Matched Employee-Employer Perspective,Colorado,2018,,Jeronimo R Carballo,James M Flynn
1846,Active,Analyzing the Impact of Firms' Trade Activities on Labor Market Outcomes. A Matched Employee-Employer Perspective,Colorado,2018,,Jeronimo R Carballo,Richard K Mansfield
1846,Active,Analyzing the Impact of Firms' Trade Activities on Labor Market Outcomes. A Matched Employee-Employer Perspective,Colorado,2018,,Jeronimo R Carballo,Kassandra M McLean
1846,Active,Analyzing the Impact of Firms' Trade Activities on Labor Market Outcomes. A Matched Employee-Employer Perspective,Colorado,2018,,Jeronimo R Carballo,Charles Pfander
1849,Active,Long Term Effects of Early Exposures Based on County of Birth,Wisconsin,2019,,Jason Fletcher,Garrett Anstreicher
1849,Active,Long Term Effects of Early Exposures Based on County of Birth,Wisconsin,2019,,Jason Fletcher,Jason Fletcher
1849,Active,Long Term Effects of Early Exposures Based on County of Birth,Wisconsin,2019,,Jason Fletcher,Owen Thompson-Ferguson
1849,Active,Long Term Effects of Early Exposures Based on County of Birth,Wisconsin,2019,,Jason Fletcher,Joanna E Venator
1849,Active,Long Term Effects of Early Exposures Based on County of Birth,Wisconsin,2019,,Jason Fletcher,Karin Wu
1850,Active,The Impact of Local Incentives on Firms' Behaviors,UIUC,2021,,Qiping Xu,Ruoran Gao
1850,Active,The Impact of Local Incentives on Firms' Behaviors,UIUC,2021,,Qiping Xu,Chen Li
1850,Active,The Impact of Local Incentives on Firms' Behaviors,UIUC,2021,,Qiping Xu,Wenting Ma
1850,Active,The Impact of Local Incentives on Firms' Behaviors,UIUC,2021,,Qiping Xu,Qiping Xu
1850,Active,The Impact of Local Incentives on Firms' Behaviors,UIUC,2021,,Qiping Xu,Stefan Zeume
1854,Completed,Estimating Area-Level Economic and Demographic Processes using March CPS Data,Michigan,2017,2023.0,Martha J Bailey,Thomas Helgerman
1854,Completed,Estimating Area-Level Economic and Demographic Processes using March CPS Data,Michigan,2017,2023.0,Martha J Bailey,Leticia Juarez
1854,Completed,Estimating Area-Level Economic and Demographic Processes using March CPS Data,Michigan,2017,2023.0,Martha J Bailey,Theodor A Kulczycki
1854,Completed,Estimating Area-Level Economic and Demographic Processes using March CPS Data,Michigan,2017,2023.0,Martha J Bailey,Abdul Raheem Shariq Mohammed
1854,Completed,Estimating Area-Level Economic and Demographic Processes using March CPS Data,Michigan,2017,2023.0,Martha J Bailey,Michael J Murto
1854,Completed,Estimating Area-Level Economic and Demographic Processes using March CPS Data,Michigan,2017,2023.0,Martha J Bailey,Bryan A Stuart
1854,Completed,Estimating Area-Level Economic and Demographic Processes using March CPS Data,Michigan,2017,2023.0,Martha J Bailey,Brenden D Timpe
1866,Completed,A Polygon-Based Approach to Spatial Network Allocation:  Optimal Facility Location Modeling and Network Analysis,Atlanta,2018,2021.0,James D Gaboardi,Caleb Floyd
1866,Completed,A Polygon-Based Approach to Spatial Network Allocation:  Optimal Facility Location Modeling and Network Analysis,Atlanta,2018,2021.0,James D Gaboardi,Thomas Foster
1866,Completed,A Polygon-Based Approach to Spatial Network Allocation:  Optimal Facility Location Modeling and Network Analysis,Atlanta,2018,2021.0,James D Gaboardi,James D Gaboardi
1866,Completed,A Polygon-Based Approach to Spatial Network Allocation:  Optimal Facility Location Modeling and Network Analysis,Atlanta,2018,2021.0,James D Gaboardi,Molly Graber
1866,Completed,A Polygon-Based Approach to Spatial Network Allocation:  Optimal Facility Location Modeling and Network Analysis,Atlanta,2018,2021.0,James D Gaboardi,Rolando A Rodriguez
1866,Completed,A Polygon-Based Approach to Spatial Network Allocation:  Optimal Facility Location Modeling and Network Analysis,Atlanta,2018,2021.0,James D Gaboardi,Tongyang Yang
1871,Active,Organizational Task Environment and Returns to Inventory Leanness,Boston,2022,,Cuneyt Eroglu,Cuneyt Eroglu
1873,Active,The Welfare Implications of Corporate Policy,Colorado,2018,,Ryan C Lewis,Asaf Bernstein
1873,Active,The Welfare Implications of Corporate Policy,Colorado,2018,,Ryan C Lewis,Boyan Han
1873,Active,The Welfare Implications of Corporate Policy,Colorado,2018,,Ryan C Lewis,Ryan C Lewis
1873,Active,The Welfare Implications of Corporate Policy,Colorado,2018,,Ryan C Lewis,Seoyeon Moon
1874,Active,"R&D, Intellectual Property and Innovation Revisited",Chicago,2018,,Filippo Mezzanotti,John L Mckeon
1874,Active,"R&D, Intellectual Property and Innovation Revisited",Chicago,2018,,Filippo Mezzanotti,Filippo Mezzanotti
1874,Active,"R&D, Intellectual Property and Innovation Revisited",Chicago,2018,,Filippo Mezzanotti,Timothy S Simcoe
1874,Active,"R&D, Intellectual Property and Innovation Revisited",Chicago,2018,,Filippo Mezzanotti,Ayush Sinha
1874,Active,"R&D, Intellectual Property and Innovation Revisited",Chicago,2018,,Filippo Mezzanotti,Davin Wang
1875,Active,"The Geography of Worker Adaptation: Industry, Skills, Retraining, Mobility, and Housing Costs",Boston,2020,,Keren M Horn,Joseph Chance
1875,Active,"The Geography of Worker Adaptation: Industry, Skills, Retraining, Mobility, and Housing Costs",Boston,2020,,Keren M Horn,Ilaria D'Angelis
1875,Active,"The Geography of Worker Adaptation: Industry, Skills, Retraining, Mobility, and Housing Costs",Boston,2020,,Keren M Horn,Dania V Francis
1875,Active,"The Geography of Worker Adaptation: Industry, Skills, Retraining, Mobility, and Housing Costs",Boston,2020,,Keren M Horn,Gordon H Hanson
1875,Active,"The Geography of Worker Adaptation: Industry, Skills, Retraining, Mobility, and Housing Costs",Boston,2020,,Keren M Horn,Keren M Horn
1875,Active,"The Geography of Worker Adaptation: Industry, Skills, Retraining, Mobility, and Housing Costs",Boston,2020,,Keren M Horn,Luwen Mai
1875,Active,"The Geography of Worker Adaptation: Industry, Skills, Retraining, Mobility, and Housing Costs",Boston,2020,,Keren M Horn,Henry Pollakowski
1875,Active,"The Geography of Worker Adaptation: Industry, Skills, Retraining, Mobility, and Housing Costs",Boston,2020,,Keren M Horn,Jeffrey E Zabel
1877,Active,The Insurance Role of the Family: Long-run responses to unemployment shocks,Nebraska,2019,,Daniel Tannenbaum,Jennifer L Bernard
1877,Active,The Insurance Role of the Family: Long-run responses to unemployment shocks,Nebraska,2019,,Daniel Tannenbaum,Daniel Tannenbaum
1881,Active,Families with Children in Federally Assisted Housing,Maryland,2020,,Sandra Newman,Andrew Fenelon
1881,Active,Families with Children in Federally Assisted Housing,Maryland,2020,,Sandra Newman,Charles S Holupka
1883,Completed,Input Sourcing and Supplier Choice in International Trade,Baruch,2018,2024.0,Sebastian Heise,David Dam
1883,Completed,Input Sourcing and Supplier Choice in International Trade,Baruch,2018,2024.0,Sebastian Heise,Federico Esposito
1883,Completed,Input Sourcing and Supplier Choice in International Trade,Baruch,2018,2024.0,Sebastian Heise,Meghana Gaur
1883,Completed,Input Sourcing and Supplier Choice in International Trade,Baruch,2018,2024.0,Sebastian Heise,Sebastian Heise
1883,Completed,Input Sourcing and Supplier Choice in International Trade,Baruch,2018,2024.0,Sebastian Heise,William R Schirmer
1883,Completed,Input Sourcing and Supplier Choice in International Trade,Baruch,2018,2024.0,Sebastian Heise,Peter K Schott
1883,Completed,Input Sourcing and Supplier Choice in International Trade,Baruch,2018,2024.0,Sebastian Heise,Julia Y Wu
1886,Active,The Impact of Health Care Change on Small Employers: Lessons Learned from Massachusetts,Boston,2019,,Alicia S Modestino,Alicia S Modestino
1888,Completed,"Place and Cohort of Birth, Program Availability, and the Measurement of Labor Market Outcomes",Texas,2018,2024.0,Andrew Barr,John Anders
1888,Completed,"Place and Cohort of Birth, Program Availability, and the Measurement of Labor Market Outcomes",Texas,2018,2024.0,Andrew Barr,Andrew Barr
1888,Completed,"Place and Cohort of Birth, Program Availability, and the Measurement of Labor Market Outcomes",Texas,2018,2024.0,Andrew Barr,Adam R Roberts
1888,Completed,"Place and Cohort of Birth, Program Availability, and the Measurement of Labor Market Outcomes",Texas,2018,2024.0,Andrew Barr,Joshua Witter
1889,Active,The Effects of Mergers and Acquisitions on Firm-Specific Wage Premiums,Irvine,2018,,David Arnold,David Arnold
1890,Active,The Geography of Industrial Reallocation,Michigan,2018,,Oren Ziv,Kirill Borusyak
1890,Active,The Geography of Industrial Reallocation,Michigan,2018,,Oren Ziv,Andrew J Earle
1890,Active,The Geography of Industrial Reallocation,Michigan,2018,,Oren Ziv,Naomi Hausman
1890,Active,The Geography of Industrial Reallocation,Michigan,2018,,Oren Ziv,Dimitrije Ruzic
1890,Active,The Geography of Industrial Reallocation,Michigan,2018,,Oren Ziv,Christopher L Watson
1890,Active,The Geography of Industrial Reallocation,Michigan,2018,,Oren Ziv,Oren Ziv
1892,Completed,An Empirical Study of Franchising,Atlanta,2018,2022.0,Peter Newberry,Charles Murry
1892,Completed,An Empirical Study of Franchising,Atlanta,2018,2022.0,Peter Newberry,Peter Newberry
1899,Completed,Locational Attainment and Residential Segregation of Foreign-Born and Native-Born Blacks,Missouri,2018,2022.0,Nicole Jones,Nicole Jones
1899,Completed,Locational Attainment and Residential Segregation of Foreign-Born and Native-Born Blacks,Missouri,2018,2022.0,Nicole Jones,Jean F Ndashimye
1901,Active,How Do Households Relocate in Response to the Changes in Moving Costs? ,Colorado,2020,,Jared Carbone,Benjamin Gilbert
1908,Completed,How Do U.S. Firms Adjust to Chinese Import Competition?,Baruch,2018,2024.0,Xavier A Giroud,Xavier A Giroud
1916,Active,Offshoring and Innovation: How Large are the Benefits of Co-Location?,Penn State,2019,,Wolfgang Keller,Kyle Butts
1916,Active,Offshoring and Innovation: How Large are the Benefits of Co-Location?,Penn State,2019,,Wolfgang Keller,Xiang Ding
1916,Active,Offshoring and Innovation: How Large are the Benefits of Co-Location?,Penn State,2019,,Wolfgang Keller,Teresa C Fort
1916,Active,Offshoring and Innovation: How Large are the Benefits of Co-Location?,Penn State,2019,,Wolfgang Keller,Nathan Goldschlag
1916,Active,Offshoring and Innovation: How Large are the Benefits of Co-Location?,Penn State,2019,,Wolfgang Keller,Wolfgang Keller
1916,Active,Offshoring and Innovation: How Large are the Benefits of Co-Location?,Penn State,2019,,Wolfgang Keller,Jack Liang
1916,Active,Offshoring and Innovation: How Large are the Benefits of Co-Location?,Penn State,2019,,Wolfgang Keller,Peter K Schott
1916,Active,Offshoring and Innovation: How Large are the Benefits of Co-Location?,Penn State,2019,,Wolfgang Keller,Stephen Yeaple
1917,Active,"The Impact of Credit Access on Entrepreneurship, Income Inequality, and Subsequent Financial Distress",Minnesota,2020,,Gordon M Phillips,Jacob S Adenbaum
1917,Active,"The Impact of Credit Access on Entrepreneurship, Income Inequality, and Subsequent Financial Distress",Minnesota,2020,,Gordon M Phillips,Cristian Aguilera Arellano
1917,Active,"The Impact of Credit Access on Entrepreneurship, Income Inequality, and Subsequent Financial Distress",Minnesota,2020,,Gordon M Phillips,Filip F Babalievsky
1917,Active,"The Impact of Credit Access on Entrepreneurship, Income Inequality, and Subsequent Financial Distress",Minnesota,2020,,Gordon M Phillips,David Berger
